Taxonomic_group,Label,French_name
Hymenoptera,Diadegma chrysostictus,
Hymenoptera,Dicaelotus pulex,
Hymenoptera,Itoplectis viduata,
Hymenoptera,Megastylus pectoralis,
Hymenoptera,Proclitus comes,
Hymenoptera,Gelis areator,
Hymenoptera,Barylypa uniguttata,
Hymenoptera,Ichneumon caloscelis,
Hymenoptera,Pimpla flavicoxis,
Hymenoptera,Ichneumon tuberculipes,
Hymenoptera,Exochus prosopius,
Hymenoptera,Trychosis neglecta,
Hymenoptera,Aethecerus pacificator,
Hymenoptera,Phytodietus astutus,
Hymenoptera,Crytea erythraea,
Hymenoptera,Tersilochus heterocerus,
Hymenoptera,Exochus mitratus,
Hymenoptera,Syntactus delusor,
Hymenoptera,Diadegma brevivalve,
Hymenoptera,Aptesis Förster,
Hymenoptera,Netelia opacula,
Hymenoptera,Thyrateles camelinus,
Hymenoptera,Pseudoamblyteles homocerus,
Hymenoptera,Proclitus praetor,
Hymenoptera,Phytodietus elongator,
Hymenoptera,Xorides filiformis,
Hymenoptera,Meringopus calescens,
Hymenoptera,Eridolius gnathoxanthus,
Hymenoptera,Erigorgus cerinops,
Hymenoptera,Lissonota bistrigata,
Hymenoptera,Dyspetes luteomarginatus,
Hymenoptera,Barytarbes illuminator,
Hymenoptera,Leptobatus rufipes,
Hymenoptera,Phygadeuon exiguus,
Hymenoptera,Ctenichneumon divisorius,
Hymenoptera,Tryphon bidentatus,
Hymenoptera,Cremastus aegyptiacus,
Hymenoptera,Mesochorus discitergus,
Hymenoptera,Callidora albovincta,
Hymenoptera,Dimophora evanialis,
Hymenoptera,Cratichneumon coruscator,
Hymenoptera,Microleptes splendidulus,
Hymenoptera,Pimpla aquensis,
Hymenoptera,Xorides fuligator,
Hymenoptera,Apophua cicatricosa,
Hymenoptera,Paraperithous gnathaulax,
Hymenoptera,Diphyus luctatorius,
Hymenoptera,Agrypon anomelas,
Hymenoptera,Lissonota bilineata,
Hymenoptera,Diplazon pectoratorius,
Hymenoptera,Brachycyrtus ornatus,
Hymenoptera,Hyposoter barrettii,
Hymenoptera,Ophion longigena,
Hymenoptera,Tycherus nigridens,
Hymenoptera,Deuteroxorides elevator,
Hymenoptera,Gelis proximus,
Hymenoptera,Olesicampe sordidella,
Hymenoptera,Coelichneumon biguttulatus,
Hymenoptera,Syrphoctonus pallipes,
Hymenoptera,Schizopyga flavifrons,
Hymenoptera,Demophorus fumipennis,
Hymenoptera,Pimpla wilchristi,
Hymenoptera,Tryphon Fallén,
Hymenoptera,Tryphon rutilator,
Hymenoptera,Lissonota Gravenhorst,
Hymenoptera,Theronia atalantae,
Hymenoptera,Ichneumon obliteratus,
Hymenoptera,Gelis longicauda,
Hymenoptera,Metopius dentatus,
Hymenoptera,Orthocentrus asper,
Hymenoptera,Ichneumon cerinthius,
Hymenoptera,Sinophorus xanthostomus,
Hymenoptera,Coelichneumon bohemani,
Hymenoptera,Chasmias lugens,
Hymenoptera,Dicaelotus morosator,
Hymenoptera,Coelichneumon desinatorius,
Hymenoptera,Cylloceria melancholica,
Hymenoptera,Exochus erythronotus,
Hymenoptera,Hyposoter caedator,
Hymenoptera,Coleocentrus excitator,
Hymenoptera,Oedemopsis scabricula,
Hymenoptera,Phygadeuon meridionator,
Hymenoptera,Trychosis pauper,
Hymenoptera,Ichneumon simulans,
Hymenoptera,Adelognathus Holmgren,
Hymenoptera,Mesoleptus vigilatorius,
Hymenoptera,Agriotypus armatus,
Hymenoptera,Cryptus bucculentus,
Hymenoptera,Synodites carinatus,
Hymenoptera,Diadegma ledicola,
Hymenoptera,Orthocentrus winnertzii,
Hymenoptera,Tryphon atriceps,
Hymenoptera,Townesia tenuiventris,
Hymenoptera,Pimpla spuria,
Hymenoptera,Asthenolabus vitratorius,
Hymenoptera,Megastylus flavopictus,
Hymenoptera,Metopius citratus,
Hymenoptera,Coleocentrus croceicornis,
Hymenoptera,Dicaelotus mandibulator,
Hymenoptera,Pimpla turionellae,
Hymenoptera,Pimpla setosa,
Hymenoptera,Casinaria horstmanni,
Hymenoptera,Pimpla arctica,
Hymenoptera,Coelichneumon lacrymator,
Hymenoptera,Aritranis director,
Hymenoptera,Scolobates hylotomae,
Hymenoptera,Campopleginae Forster,
Hymenoptera,Dicaelotus resplendens,
Hymenoptera,Aoplus personatus,
Hymenoptera,Hoplismenus terrificus,
Hymenoptera,Diadegma claripenne,
Hymenoptera,Diadegma anurum,
Hymenoptera,Phygadeuon variabilis,
Hymenoptera,Dicaelotus parvulus,
Hymenoptera,Heterischnus pulex,
Hymenoptera,Ophion ocellaris,
Hymenoptera,Triclistus globulipes,
Hymenoptera,Agrothereutes australis,
Hymenoptera,Platylabus odiosus,
Hymenoptera,Apechthis rufata,
Hymenoptera,Zoophthorus graculus,
Hymenoptera,Helcostizus restaurator,
Hymenoptera,Diadegma crassicorne,
Hymenoptera,Tromatobia ovivora,
Hymenoptera,Schizopyga frigida,
Hymenoptera,Heteropelma grossator,
Hymenoptera,Exephanes ischioxanthus,
Hymenoptera,Ctenichneumon messorius,
Hymenoptera,Mesoleptus marginatus,
Hymenoptera,Agrothereutes hospes,
Hymenoptera,Latibulus argiolus,
Hymenoptera,Exochus bolivari,
Hymenoptera,Perilissus variator,
Hymenoptera,Alexeter Förster,
Hymenoptera,Gelis acarorum,
Hymenoptera,Platylabus obator,
Hymenoptera,Enicospilus undulatus,
Hymenoptera,Hyposoter postcaedator,
Hymenoptera,Phygadeuon trichops,
Hymenoptera,Barylypa insidiator,
Hymenoptera,Dusona signator,
Hymenoptera,Ophion parvulus,
Hymenoptera,Gambrus carnifex,
Hymenoptera,Oronotus binotatus,
Hymenoptera,Acrodactyla degener,
Hymenoptera,Dusona victor,
Hymenoptera,Scambus nigricans,
Hymenoptera,Coelichneumon nobilis,
Hymenoptera,Polytribax perspicillator,
Hymenoptera,Lissonota nigridens,
Hymenoptera,Diadegma exareolator,
Hymenoptera,Scambus calobatus,
Hymenoptera,Centeterus nigricornis,
Hymenoptera,Pyracmon fumipennis,
Hymenoptera,Dusona terebrator,
Hymenoptera,Aphanistes gliscens,
Hymenoptera,Gelis bicolor,
Hymenoptera,Neorhacodes enslini,
Hymenoptera,Anomalon afflictum,
Hymenoptera,Campocraspedon caudatus,
Hymenoptera,Ichneumon albiger,
Hymenoptera,Tycherus elongatus,
Hymenoptera,Trogus fuscipennis,
Hymenoptera,Aptesis nigrocincta,
Hymenoptera,Nematopodius formosus,
Hymenoptera,Dusona aurita,
Hymenoptera,Aritranis nigripes,
Hymenoptera,Trychosis legator,
Hymenoptera,Mesostenus crassifemur,
Hymenoptera,Tycherus ophtalmicus,
Hymenoptera,Dicaelotus pudibundus,
Hymenoptera,Coelichneumon deliratorius,
Hymenoptera,Coelichneumon atratorius,
Hymenoptera,Diplazon varicoxa,
Hymenoptera,Exochus humerator,
Hymenoptera,Phobocampe confusa,
Hymenoptera,Ichneumon stramentarius,
Hymenoptera,Ichneumon nebulosae,
Hymenoptera,Zatypota anomala,
Hymenoptera,Gelis discedens,
Hymenoptera,Mesoleptus scrutator,
Hymenoptera,Buathra laborator,
Hymenoptera,Lissonota clypeator,
Hymenoptera,Glypta ceratites,
Hymenoptera,Bathyplectes quinqueangularis,
Hymenoptera,Diplazon scutatorius,
Hymenoptera,Agasthenes varitarsus,
Hymenoptera,Dolichomitus mesocentrus,
Hymenoptera,Zatypota percontatoria,
Hymenoptera,Phrudus Förster,
Hymenoptera,Metopius croceicornis,
Hymenoptera,Allomacrus arcticus,
Hymenoptera,Triclistus areolatus,
Hymenoptera,Ichneumon elegans,
Hymenoptera,Poemenia notata,
Hymenoptera,Ophion minutus,
Hymenoptera,Agrypon flexorium,
Hymenoptera,Agrypon canaliculatum,
Hymenoptera,Exetastes adpressorius,
Hymenoptera,Virgichneumon monostagon,
Hymenoptera,Rhyssa Gravenhorst,
Hymenoptera,Bathythrix decipiens,
Hymenoptera,Cymodusa ancilla,
Hymenoptera,Woldstedtius flavolineatus,
Hymenoptera,Lissonota boreliiphaga,
Hymenoptera,Aclastus micator,
Hymenoptera,Lysibia nana,
Hymenoptera,Meringopus pseudonymus,
Hymenoptera,Pimpla renevieri,
Hymenoptera,Vulgichneumon deceptor,
Hymenoptera,Astiphromma striatum,
Hymenoptera,Bathyplectes cingulatus,
Hymenoptera,Sinophorus pleuralis,
Hymenoptera,Ctenochira marginata,
Hymenoptera,Hemiteles laevigatus,
Hymenoptera,Dolichomitus diversicostae,
Hymenoptera,Clistopyga incitator,
Hymenoptera,Colpognathus celerator,
Hymenoptera,Ichneumon annulator,
Hymenoptera,Cosmoconus meridionator,
Hymenoptera,Phygadeuon punctiventris,
Hymenoptera,Amblyjoppa fuscipennis,
Hymenoptera,Collyria trichophthalma,
Hymenoptera,Isadelphus armatus,
Hymenoptera,Hoplocryptus bellosus,
Hymenoptera,Lissonota antennalis,
Hymenoptera,Spilothyrateles punctus,
Hymenoptera,Callajoppa exaltatoria,
Hymenoptera,Meringopus nigerrimus,
Hymenoptera,Heterischnus gallicator,
Hymenoptera,Rhyssella approximator,
Hymenoptera,Eutanyacra picta,
Hymenoptera,Casinaria trochanterator,
Hymenoptera,Cratichneumon sicarius,
Hymenoptera,Trichomma Wesmael,
Hymenoptera,Buathra tarsoleucos,
Hymenoptera,Phytodietus polyzonias,
Hymenoptera,Itoplectis clavicornis,
Hymenoptera,Stenobarichneumon citator,
Hymenoptera,Bathythrix lamina,
Hymenoptera,Gelis albopilosus,
Hymenoptera,Metopius pinatorius,
Hymenoptera,Glypta trochanterata,
Hymenoptera,Perithous scurra,
Hymenoptera,Netelia tarsata,
Hymenoptera,Monoblastus marginellus,
Hymenoptera,Exochus tibialis,
Hymenoptera,Dicaelotus pumilus,
Hymenoptera,Venturia Schrottky,
Hymenoptera,Mesochorus savoianus,
Hymenoptera,Dilleritomus apertor,
Hymenoptera,Exephanes riesei,
Hymenoptera,Agrypon Förster,
Hymenoptera,Xorides Latreille,
Hymenoptera,Coelichneumon cyaniventris,
Hymenoptera,Casinaria cultellator,
Hymenoptera,Mesochorus exquisitus,
Hymenoptera,Aethecerus nitidus,
Hymenoptera,Pimpla aquilonia,
Hymenoptera,Diphyus bicingulatus,
Hymenoptera,Trychosis tristator,
Hymenoptera,Colpognathus divisus,
Hymenoptera,Tryphon trochanteratus,
Hymenoptera,Lathrostizus lugens,
Hymenoptera,Leptobatus degener,
Hymenoptera,Eridolius Förster,
Hymenoptera,Stauropoctonus bombycivorus,
Hymenoptera,Heteropelma megarthrum,
Hymenoptera,Dolichomitus Smith,
Hymenoptera,Dolichomitus dux,
Hymenoptera,Dicaelotus montanus,
Hymenoptera,Amblyteles armatorius,
Hymenoptera,Syspasis leucolomia,
Hymenoptera,Nemeritis cremastoides,
Hymenoptera,Poemenia collaris,
Hymenoptera,Diaparsis Förster,
Hymenoptera,Gelis Thunberg,
Hymenoptera,Woldstedtius Carlson,
Hymenoptera,Phytodietus Gravenhorst,
Hymenoptera,Lissonota lineolaris,
Hymenoptera,Adelognathus pallipes,
Hymenoptera,Picrostigeus recticauda,
Hymenoptera,Odontocolon dentipes,
Hymenoptera,Ischnus alternator,
Hymenoptera,Neoxorides collaris,
Hymenoptera,Hoplismenus bispinatorius,
Hymenoptera,Acroricnus seductor,
Hymenoptera,Scambus buolianae,
Hymenoptera,Lissonota coracina,
Hymenoptera,Lissonota carbonaria,
Hymenoptera,Ichneumon emancipatus,
Hymenoptera,Enytus parvicanda,
Hymenoptera,Phygadeuon subtilis,
Hymenoptera,Hellwigia obscura,
Hymenoptera,Mastrus rufobasalis,
Hymenoptera,Erigorgus femorator,
Hymenoptera,Tycherus fuscicornis,
Hymenoptera,Erromenus punctulatus,
Hymenoptera,Eriborus terebrator,
Hymenoptera,Exeristes roborator,
Hymenoptera,Lissonota biguttata,
Hymenoptera,Dolichomitus agnoscendus,
Hymenoptera,Dusona falcator,
Hymenoptera,Eriborus braccatus,
Hymenoptera,Enicospilus Stephens,
Hymenoptera,Stenichneumon militarius,
Hymenoptera,Hybrizon buccatus,
Hymenoptera,Ophion annulatus,
Hymenoptera,Diphyus Kriechbaumer,
Hymenoptera,Enizemum ornatum,
Hymenoptera,Schizopyga Gravenhorst,
Hymenoptera,Campoplex tibialis,
Hymenoptera,Xorides irrigator,
Hymenoptera,Orthopelma mediator,
Hymenoptera,Cryptus Fabricius,
Hymenoptera,Centeterus confector,
Hymenoptera,Casinaria excavator,
Hymenoptera,Coelichneumon bilineatus,
Hymenoptera,Acrotomus succinctus,
Hymenoptera,Ichneumon comitator,
Hymenoptera,Odontocolon Cushman,
Hymenoptera,Stibeutes breviareolatus,
Hymenoptera,Protichneumon coqueberti,
Hymenoptera,Limerodops unilineatus,
Hymenoptera,Odontocolon spinipes,
Hymenoptera,Pycnocryptodes freygessneri,
Hymenoptera,Anisobas cingulatellus,
Hymenoptera,Aptesis improba,
Hymenoptera,Gelis exareolatus,
Hymenoptera,Phobocampe bicingulata,
Hymenoptera,Pion fortipes,
Hymenoptera,Rictichneumon lombardi,
Hymenoptera,Virgichneumon digrammus,
Hymenoptera,Diadegma armillatum,
Hymenoptera,Eusterinx bispinosa,
Hymenoptera,Brachypimpla brachyura,
Hymenoptera,Phygadeuon geniculatus,
Hymenoptera,Diphyus trifasciatus,
Hymenoptera,Diplazon angustus,
Hymenoptera,Diplazon tetragonus,
Hymenoptera,Netelia vinulae,
Hymenoptera,Pion Schiødte,
Hymenoptera,Helictes erythrostoma,
Hymenoptera,Pseudopimpla algerica,
Hymenoptera,Sphecophaga vesparum,
Hymenoptera,Mastrus ridens,
Hymenoptera,Perithous Holmgren,
Hymenoptera,Ischnoceros rusticus,
Hymenoptera,Banchus crefeldensis,
Hymenoptera,Vulgichneumon suavis,
Hymenoptera,Hyperacmus crassicornis,
Hymenoptera,Stilbops ruficornis,
Hymenoptera,Itoplectis curticauda,
Hymenoptera,Apechthis Förster,
Hymenoptera,Banchus falcatorius,
Hymenoptera,Diplazon laetatorius,
Hymenoptera,Ichneumon extensorius,
Hymenoptera,Tycherus stipator,
Hymenoptera,Stibeutes curvispina,
Hymenoptera,Cratichneumon culex,
Hymenoptera,Pleolophus brachypterus,
Hymenoptera,Erigorgus procerus,
Hymenoptera,Lissonota anomala,
Hymenoptera,Herpestomus arridens,
Hymenoptera,Eupalamus oscillator,
Hymenoptera,Rhimphoctona rufocoxalis,
Hymenoptera,Cylloceria caligata,
Hymenoptera,Lissonota variabilis,
Hymenoptera,Isadelphus inimicus,
Hymenoptera,Tromatobia variabilis,
Hymenoptera,Plectocryptus rufipes,
Hymenoptera,Dolichomitus imperator,
Hymenoptera,Pion crassipes,
Hymenoptera,Barichneumon sexalbatus,
Hymenoptera,Megarhyssa perlata,
Hymenoptera,Syrphoctonus dimidiatus,
Hymenoptera,Centeterus meridionator,
Hymenoptera,Sinophorus turionum,
Hymenoptera,Eridolius dorsator,
Hymenoptera,Campoplex restrictor,
Hymenoptera,Sussaba cognata,
Hymenoptera,Zatypota albicoxa,
Hymenoptera,Gelis mangeri,
Hymenoptera,Cryptus titubator,
Hymenoptera,Itoplectis melanocephala,
Hymenoptera,Adelognathus dorsalis,
Hymenoptera,Dusona semiflava,
Hymenoptera,Trogus lapidator,
Hymenoptera,Thrybius praedator,
Hymenoptera,Rictichneumon curtiventris,
Hymenoptera,Phygadeuon dimidiatus,
Hymenoptera,Tersilochus jocator,
Hymenoptera,Zaglyptus multicolor,
Hymenoptera,Schenkia spinolae,
Hymenoptera,Exetastes bilineatus,
Hymenoptera,Therion circumflexum,
Hymenoptera,Otlophorus inflammator,
Hymenoptera,Ichneumon crassitarsis,
Hymenoptera,Anomalon cruentatum,
Hymenoptera,Lycorina triangulifera,
Hymenoptera,Odontocolon thomsoni,
Hymenoptera,Casinaria tenuiventris,
Hymenoptera,Collyria Schiødte,
Hymenoptera,Heteropelma amictum,
Hymenoptera,Ichneumon luteipes,
Hymenoptera,Gelis agilis,
Hymenoptera,Cryptopimpla subfumata,
Hymenoptera,Oxytorus luridator,
Hymenoptera,Campoletis annulata,
Hymenoptera,Pimpla antiquus,
Hymenoptera,Itoplectis alternans,
Hymenoptera,Campoplex difformis,
Hymenoptera,Glypta caudata,
Hymenoptera,Thaumatogelis gallicus,
Hymenoptera,Stenomacrus ochripes,
Hymenoptera,Endromopoda arundinator,
Hymenoptera,Exetastes Gravenhorst,
Hymenoptera,Rhinotorus similis,
Hymenoptera,Triptognathops bicolor,
Hymenoptera,Ichneumon molitorius,
Hymenoptera,Erromenus zonarius,
Hymenoptera,Hyposoter notatus,
Hymenoptera,Scambus Hartig,
Hymenoptera,Ichneumon crassifemur,
Hymenoptera,Hypsicera subtilitor,
Hymenoptera,Dyspetes praerogator,
Hymenoptera,Ichneumon terminatorius,
Hymenoptera,Stenichneumon culpator,
Hymenoptera,Rhinotorus leucostomus,
Hymenoptera,Neotypus melanocephalus,
Hymenoptera,Diadegma maculatum,
Hymenoptera,Diadegma fenestrale,
Hymenoptera,Ichneumon insidiosus,
Hymenoptera,Netelia Gray,
Hymenoptera,Dimophora Förster,
Hymenoptera,Calameuta pygmaea,
Hymenoptera,Aethecerus pallicoxa,
Hymenoptera,Tycherus brunneus,
Hymenoptera,Centeterus major,
Hymenoptera,Aoplus ochropis,
Hymenoptera,Ichneumon inquinatus,
Hymenoptera,Schizoloma amictus,
Hymenoptera,Sussaba roberti,
Hymenoptera,Amblyjoppa proteus,
Hymenoptera,Cylloceria Schiødte,
Hymenoptera,Diplazon albosignatus,
Hymenoptera,Megastylus Schiødte,
Hymenoptera,Pristomerus vulnerator,
Hymenoptera,Liotryphon cydiae,
Hymenoptera,Poemenia hectica,
Hymenoptera,Syrphophilus bizonarius,
Hymenoptera,Gelis hortensis,
Hymenoptera,Callajoppa cirrogaster,
Hymenoptera,Agrypon anxium,
Hymenoptera,Pimpla aethiops,
Hymenoptera,Meloboris collector,
Hymenoptera,Diaglyptellana clypealis,
Hymenoptera,Sympherta antilope,
Hymenoptera,Xenoschesis fulvipes,
Hymenoptera,Mesochorus anomalus,
Hymenoptera,Exetastes calobatus,
Hymenoptera,Syrphoctonus Förster,
Hymenoptera,Coelichneumon haemorrhoidalis,
Hymenoptera,Enicospilus repentinus,
Hymenoptera,Exetastes illusor,
Hymenoptera,Lathrolestes Förster,
Hymenoptera,Chirotica maculipennis,
Hymenoptera,Plectocryptus alpinus,
Hymenoptera,Netelia meridionator,
Hymenoptera,Protichneumon similatorius,
Hymenoptera,Protichneumon fusorius,
Hymenoptera,Rhadinodonta flaviger,
Hymenoptera,Ctenochira genalis,
Hymenoptera,Rhyssella obliterata,
Hymenoptera,Adelognathus punctulatus,
Hymenoptera,Aclastus gracilis,
Hymenoptera,Trychosis atripes,
Hymenoptera,Apophua suturalis,
Hymenoptera,Gelis liparae,
Hymenoptera,Hyposoter dolosus,
Hymenoptera,Phygadeuon dumetorum,
Hymenoptera,Dolichomitus quercicolus,
Hymenoptera,Dolichomitus pterelas,
Hymenoptera,Alomya pygmaea,
Hymenoptera,Olesicampe curtigena,
Hymenoptera,Ophion mocsaryi,
Hymenoptera,Orthopelma brevicorne,
Hymenoptera,Phygadeuon dromicus,
Hymenoptera,Orthocentrus fulvipes,
Hymenoptera,Pimpla Fabricius,
Hymenoptera,Hepiopelmus melanogaster,
Hymenoptera,Lemophagus curtus,
Hymenoptera,Temelucha decorata,
Hymenoptera,Gelis carbonarius,
Hymenoptera,Hyposoter rapacitor,
Hymenoptera,Campoplex pyraustae,
Hymenoptera,Xorides gravenhorstii,
Hymenoptera,Metopius leiopygus,
Hymenoptera,Exochus lentipes,
Hymenoptera,Xorides brachylabis,
Hymenoptera,Nemeritis macrocentra,
Hymenoptera,Phaenolobus terebrator,
Hymenoptera,Hemiteles dromicus,
Hymenoptera,Pimpla anomalensis,
Hymenoptera,Phygadeuon troglodytes,
Hymenoptera,Megastylus cruentator,
Hymenoptera,Habrocampulum biguttatum,
Hymenoptera,Agrypon varitarsum,
Hymenoptera,Orthocentrus stigmaticus,
Hymenoptera,Ichneumon gracilicornis,
Hymenoptera,Phobetes leptocerus,
Hymenoptera,Cylloceria sylvestris,
Hymenoptera,Ctenochira rufipes,
Hymenoptera,Diadegma holopygum,
Hymenoptera,Poecilostictus cothurnatus,
Hymenoptera,Diaparsis temporalis,
Hymenoptera,Apophua genalis,
Hymenoptera,Mesoleptus laevigatus,
Hymenoptera,Acrodactyla carinator,
Hymenoptera,Mesochorus brevipetiolatus,
Hymenoptera,Hypsicera curvator,
Hymenoptera,Netelia latungula,
Hymenoptera,Arotes albicinctus,
Hymenoptera,Ophion ventricosus,
Hymenoptera,Polytribax rufipes,
Hymenoptera,Aethecerus foveolatus,
Hymenoptera,Campoletis labrator,
Hymenoptera,Itoplectis maculator,
Hymenoptera,Pimpla contemplator,
Hymenoptera,Mesostenus grammicus,
Hymenoptera,Aethecerus porcellus,
Hymenoptera,Asthenolabus vitratorius,
Hymenoptera,Barichneumon albicaudatus,
Hymenoptera,Hoplismenus axillatorius,
Hymenoptera,Glyphicnemis vagabunda,
Hymenoptera,Idiolispa analis,
Hymenoptera,Triclistus congener,
Hymenoptera,Delomerista mandibularis,
Hymenoptera,Barichneumon derogator,
Hymenoptera,Tymmophorus obscuripes,
Hymenoptera,Gelis edentatus,
Hymenoptera,Liotryphon crassiseta,
Hymenoptera,Platylabus rufiventris,
Hymenoptera,Orgichneumon calcatorius,
Hymenoptera,Ophion Fabricius,
Hymenoptera,Piogaster albina,
Hymenoptera,Tryphon latrator,
Hymenoptera,Scambus annulatus,
Hymenoptera,Podoschistus scutellaris,
Hymenoptera,Platylabus tricingulatus,
Hymenoptera,Ischnus inquisitorius,
Hymenoptera,Syrphoctonus signatus,
Hymenoptera,Pleolophus perversus,
Hymenoptera,Eutanyacra Cameron,
Hymenoptera,Tycherus vafer,
Hymenoptera,Megastylus orbitator,
Hymenoptera,Enicospilus ocellatus,
Hymenoptera,Liotryphon punctulatus,
Hymenoptera,Promethes sulcator,
Hymenoptera,Obtusodonta equitatoria,
Hymenoptera,Phygadeuon vexator,
Hymenoptera,Diadromus Wesmael,
Hymenoptera,Dolichomitus curticornis,
Hymenoptera,Lochetica westoni,
Hymenoptera,Scambus eucosmidarum,
Hymenoptera,Spilothyrateles illuminatorius,
Hymenoptera,Hoplocryptus femoralis,
Hymenoptera,Lymantrichneumon disparis,
Hymenoptera,Ctenochares bicolorus,
Hymenoptera,Trathala hierochontica,
Hymenoptera,Diacritus aciculatus,
Hymenoptera,Campoplex multicinctus,
Hymenoptera,Ichneumon submarginatus,
Hymenoptera,Megacara hortulana,
Hymenoptera,Alloplasta piceator,
Hymenoptera,Dusona Cameron,
Hymenoptera,Dicaelotus ruficoxatus,
Hymenoptera,Phygadeuon ovaliformis,
Hymenoptera,Enicospilus cruciator,
Hymenoptera,Endromopoda detrita,
Hymenoptera,Polysphincta tuberosa,
Hymenoptera,Campoletis crassicornis,
Hymenoptera,Neotypus coreensis,
Hymenoptera,Eurylabus tristis,
Hymenoptera,Ichneumon cessator,
Hymenoptera,Heterischnus truncator,
Hymenoptera,Ateleute linearis,
Hymenoptera,Campoplex tumidulus,
Hymenoptera,Syrphoctonus neopulcher,
Hymenoptera,Ichneumon alpinator,
Hymenoptera,Sesioplex punctulatus,
Hymenoptera,Polyblastus alternans,
Hymenoptera,Phygadeuon laeviventris,
Hymenoptera,Metopius Panzer,
Hymenoptera,Syrphophilus Dasch,
Hymenoptera,Ctenichneumon inspector,
Hymenoptera,Misetus oculatus,
Hymenoptera,Barichneumon sedulus,
Hymenoptera,Syspasis Townes,
Hymenoptera,Heterischnus pictipes,
Hymenoptera,Olesicampe sinuata,
Hymenoptera,Phytodietus arcuatorius,
Hymenoptera,Netelia testacea,
Hymenoptera,Stenarella domator,
Hymenoptera,Ischnoceros caligatus,
Hymenoptera,Syrphoctonus pictus,
Hymenoptera,Glypta pedata,
Hymenoptera,Dyspetes Förster,
Hymenoptera,Diadegma litorale,
Hymenoptera,Syrphoctonus crassicornis,
Hymenoptera,Nemeritis longicornis,
Hymenoptera,Otlophorus italicus,
Hymenoptera,Zaglyptus varipes,
Hymenoptera,Diaglyptidea conformis,
Hymenoptera,Cratichneumon albifrons,
Hymenoptera,Exochus foveolatus,
Hymenoptera,Xylophrurus coraebi,
Hymenoptera,Ischnus agitator,
Hymenoptera,Megastylus excubitor,
Hymenoptera,Ichneumon eumerus,
Hymenoptera,Exochus suborbitalis,
Hymenoptera,Ichneumon migrator,
Hymenoptera,Dolichomitus terebrans,
Hymenoptera,Theroscopus hemipteron,
Hymenoptera,Ichneumon phaeostigmus,
Hymenoptera,Syzeuctus bicornis,
Hymenoptera,Heterischnus nigricollis,
Hymenoptera,Neoxorides nitens,
Hymenoptera,Aneuclis Förster,
Hymenoptera,Woldstedtius citropectoralis,
Hymenoptera,Diadegma Förster,
Hymenoptera,Colpotrochia cincta,
Hymenoptera,Agrypon gracilipes,
Hymenoptera,Ichneumon lacteator,
Hymenoptera,Barichneumon perversus,
Hymenoptera,Gelis intermedius,
Hymenoptera,Astiphromma splenium,
Hymenoptera,Heteropelma calcator,
Hymenoptera,Epitomus infuscatus,
Hymenoptera,Exephanes uniguttatus,
Hymenoptera,Pseudorhyssa alpestris,
Hymenoptera,Chasmias motatorius,
Hymenoptera,Ichneumon confusor,
Hymenoptera,Glypta nigrina,
Hymenoptera,Triptognathus fumigator,
Hymenoptera,Mesochorus bilineatus,
Hymenoptera,Netelia melanura,
Hymenoptera,Eudelus scabrufator,
Hymenoptera,Scambus planatus,
Hymenoptera,Diplazon tibiatorius,
Hymenoptera,Otoblastus luteomarginatus,
Hymenoptera,Hadrodactylus Förster,
Hymenoptera,Syrphoctonus tarsatorius,
Hymenoptera,Dicaelotus erythrostoma,
Hymenoptera,Itoplectis insignis,
Hymenoptera,Dusona angustifrons,
Hymenoptera,Coelichneumon sugillatorius,
Hymenoptera,Rhexidermus Förster,
Hymenoptera,Ichneumon eurycerus,
Hymenoptera,Opheltes glaucopterus,
Hymenoptera,Tycherus cephalotes,
Hymenoptera,Casinaria flavicoxator,
Hymenoptera,Dentilabus variegatus,
Hymenoptera,Megacara vagans,
Hymenoptera,Agrypon flaveolatum,
Hymenoptera,Ephialtes Gravenhorst,
Hymenoptera,Lissonota cruentator,
Hymenoptera,Heterischnus bicolorator,
Hymenoptera,Bathythrix maculata,
Hymenoptera,Procinetus decimator,
Hymenoptera,Phytodietus gelitorius,
Hymenoptera,Diphyus amatorius,
Hymenoptera,Gambrus tricolor,
Hymenoptera,Hemichneumon subdolus,
Hymenoptera,Dicaelotus punctiventris,
Hymenoptera,Delomerista novita,
Hymenoptera,Casinaria monticola,
Hymenoptera,Ophion costatus,
Hymenoptera,Ichneumon primatorius,
Hymenoptera,Acrodactyla madida,
Hymenoptera,Syzeuctus exsculptus,
Hymenoptera,Sympherta Förster,
Hymenoptera,Perithous divinator,
Hymenoptera,Coelichneumon subviolaceiventris,
Hymenoptera,Aethecerus meridionator,
Hymenoptera,Ichneumon computatorius,
Hymenoptera,Phaeogenes melanogonos,
Hymenoptera,Apaeleticus kriechbaumeri,
Hymenoptera,Cratichneumon rufifrons,
Hymenoptera,Netelia fuscicornis,
Hymenoptera,Apaeleticus inimicus,
Hymenoptera,Eudelus scabriculus,
Hymenoptera,Probolus crassulus,
Hymenoptera,Scambus strobilorum,
Hymenoptera,Anilasta caedator,
Hymenoptera,Acaenitus arator,
Hymenoptera,Hepiopelmus variegatorius,
Hymenoptera,Sinarachna pallipes,
Hymenoptera,Fredegunda diluta,
Hymenoptera,Gelis spurius,
Hymenoptera,Ctenochira propinqua,
Hymenoptera,Tryphon filicornis,
Hymenoptera,Clistopyga rufator,
Hymenoptera,Aneuclis melanaria,
