Taxonomic_group,Label,French_name
Hymenoptera,Vespa orientalis,
Hymenoptera,Eumenes coronatus,
Hymenoptera,Odynerus femoratus,
Hymenoptera,Eumenes coarctatus,
Hymenoptera,Dolichovespula media,
Hymenoptera,Eumenes sareptanus,
Hymenoptera,Ancistrocerus reconditus,
Hymenoptera,Eumenes mediterraneus,
Hymenoptera,Odynerus oligopunctatus,
Hymenoptera,Odynerus Latreille,
Hymenoptera,Dolichovespula norwegica,
Hymenoptera,Odynerus manevali,
Hymenoptera,Eumenes papillarius,
Hymenoptera,Odynerus simillimus,
Hymenoptera,Vespa crabro,
Hymenoptera,Vespa velutina,
Hymenoptera,Vespa germanica,
Hymenoptera,Ancistrocerus trifasciatus,
Hymenoptera,Ancistrocerus longispinosus,
Hymenoptera,Vespula Thomson,
Hymenoptera,Ancistrocerus eocenicus,
Hymenoptera,Eumenes papillarius,
Hymenoptera,Odynerus parietum,
Hymenoptera,Odynerus poecilus,
Hymenoptera,Ancistrocerus auctus,
Hymenoptera,Ancistrocerus antilope,
Hymenoptera,Euodynerus Dalla,
Hymenoptera,Scolia galbula,
Hymenoptera,Vespula austriaca,
Hymenoptera,Ancistrocerus nigricornis,
Hymenoptera,Odynerus reniformis,
Hymenoptera,Eumenes pedunculatus,
Hymenoptera,Dolichovespula saxonica,
Hymenoptera,Ancistrocerus longispinosus,
Hymenoptera,Vespa velutina,
Hymenoptera,Vespula sylvestris,
Hymenoptera,Ancistrocerus renimacula,
Hymenoptera,Eumenes coarctatus,
Hymenoptera,Eumenes sareptanus,
Hymenoptera,Dolichovespula Rohwer,
Hymenoptera,Vespula vulgaris,
Hymenoptera,Palaeopolistes jattioti,
Hymenoptera,Eumenes coronatus,
Hymenoptera,Ancistrocerus parietum,
Hymenoptera,Eumenes subpomiformis,
Hymenoptera,Odynerus melanocephalus,
Hymenoptera,Eumenes coarctatus,
Hymenoptera,Ancistrocerus scoticus,
Hymenoptera,Vespa Linnaeus,
Hymenoptera,Dolichovespula adulterina,
Hymenoptera,Dolichovespula sylvestris,
Hymenoptera,Vespa crabro,
Hymenoptera,Eumenes projaponica,
Hymenoptera,Odynerus dusmeticus,
Hymenoptera,Eumenes Latreille,
Hymenoptera,Vespa sexpunctata,
Hymenoptera,Odynerus spinipes,
Hymenoptera,Eumenes pomiformis,
Hymenoptera,Colpa sexmaculata,
Hymenoptera,Ancistrocerus Wesmael,
Hymenoptera,Ancistrocerus gazella,
Hymenoptera,Ancistrocerus oviventris,
Hymenoptera,Vespula rufa,
Hymenoptera,Scolia quadripunctata,
Hymenoptera,Odynerus albopictus,
Hymenoptera,Aphelinus varipes,
Hymenoptera,Aphelinus asychis,
Hymenoptera,Aphelinus chaonia,
Hymenoptera,Aphelinus hordei,
Hymenoptera,Cales noacki,
Hymenoptera,Aphelinus abdominalis,
Hymenoptera,Aphelinus albipodus,
Hymenoptera,Ablerus pulcherrimus,
Hymenoptera,Chrysocharis laomedon,
Hymenoptera,Aceratoneuromyia polita,
Hymenoptera,Aprostocetus foraminifer,
Hymenoptera,Aulogymnus aceris,
Hymenoptera,Cleolophus autonomus,
Hymenoptera,Aprostocetus culminis,
Hymenoptera,Aprostocetus xanthomelas,
Hymenoptera,Aprostocetus elongatus,
Hymenoptera,Hyssopus geniculatus,
Hymenoptera,Entedonomphale Girault,
Hymenoptera,Rhicnopelte crassicornis,
Hymenoptera,Aprostocetus crassiceps,
Hymenoptera,Aprostocetus veronicae,
Hymenoptera,Aprostocetus biorrhizae,
Hymenoptera,Aprostocetus dauci,
Hymenoptera,Pediobius eubius,
Hymenoptera,Hyssopus nigritulus,
Hymenoptera,Chrysocharis submutica,
Hymenoptera,Eulophus fuliginosus,
Hymenoptera,Achrysocharoides budensis,
Hymenoptera,Aprostocetus lachares,
Hymenoptera,Dichatomus acerinus,
Hymenoptera,Elachertus lateralis,
Hymenoptera,Aprostocetus humilis,
Hymenoptera,Entedon setifrons,
Hymenoptera,Minotetrastichus platanellus,
Hymenoptera,Derostenus gemmeus,
Hymenoptera,Puklina depilata,
Hymenoptera,Neochrysocharis cuprifrons,
Hymenoptera,Sympiesis viridula,
Hymenoptera,Aprostocetus pausiris,
Hymenoptera,Baryscapus pallidae,
Hymenoptera,Aprostocetus Westwood,
Hymenoptera,Aprostocetus extensus,
Hymenoptera,Chrysocharis gemma,
Hymenoptera,Aprostocetus calvus,
Hymenoptera,Crataepus marbis,
Hymenoptera,Aprostocetus roesellae,
Hymenoptera,Chrysocharis viridis,
Hymenoptera,Quadrastichus vacuna,
Hymenoptera,Neotrichoporoides cavigena,
Hymenoptera,Euderus albitarsis,
Hymenoptera,Tetrastichus atrocoeruleus,
Hymenoptera,Sigmophora italica,
Hymenoptera,Miotropis unipuncta,
Hymenoptera,Chrysocharis amyite,
Hymenoptera,Minotetrastichus Kostjukov,
Hymenoptera,Astichus maculatus,
Hymenoptera,Aprostocetus cebennicus,
Hymenoptera,Sigmophora brevicornis,
Hymenoptera,Necremnus Thomson,
Hymenoptera,Aprostocetus meroe,
Hymenoptera,Cirrospilus diallus,
Hymenoptera,Apotetrastichus lesbiacus,
Hymenoptera,Chrysocharis illustris,
Hymenoptera,Sympiesis sericeicornis,
Hymenoptera,Aprostocetus phillyreae,
Hymenoptera,Aprostocetus rubi,
Hymenoptera,Baryscapus nigroviolaceus,
Hymenoptera,Pediobius rotundatus,
Hymenoptera,Oomyzus scaposus,
Hymenoptera,Aprostocetus askewi,
Hymenoptera,Aprostocetus meridionalis,
Hymenoptera,Stenomesius rufescens,
Hymenoptera,Aprostocetus annulatus,
Hymenoptera,Aprostocetus westwoodii,
Hymenoptera,Elasmus flabellatus,
Hymenoptera,Euplectrus flavipes,
Hymenoptera,Aulogymnus gallarum,
Hymenoptera,Chrysocharis pubicornis,
Hymenoptera,Aprostocetus rufescens,
Hymenoptera,Microlycus virens,
Hymenoptera,Aprostocetus celtidis,
Hymenoptera,Necremnus tidius,
Hymenoptera,Aprostocetus ciliatus,
Hymenoptera,Aprostocetus viridinitens,
Hymenoptera,Aprostocetus laticeps,
Hymenoptera,Aprostocetus rumicis,
Hymenoptera,Aprostocetus productus,
Hymenoptera,Chrysocharis mediana,
Hymenoptera,Neotrichoporoides rossilliensis,
Hymenoptera,Aprostocetus miridivorus,
Hymenoptera,Entedon lixi,
Hymenoptera,Diglyphus Walker,
Hymenoptera,Tetrastichus delvarei,
Hymenoptera,Aprostocetus setosulus,
Hymenoptera,Hemiptarsenus unguicellus,
Hymenoptera,Baryscapus evonymellae,
Hymenoptera,Melittobia acasta,
Hymenoptera,Cirrospilus lyncus,
Hymenoptera,Aprostocetus fonscolombei,
Hymenoptera,Pediobius tenuicornis,
Hymenoptera,Entedon parvicalcar,
Hymenoptera,Oomyzus Rondani,
Hymenoptera,Entedon abdera,
Hymenoptera,Baryscapus Förster,
Hymenoptera,Pediobius clita,
Hymenoptera,Entedon fuscitarsis,
Hymenoptera,Ophelimus maskelli,
Hymenoptera,Aprostocetus truncatulus,
Hymenoptera,Aprostocetus serratularum,
Hymenoptera,Diglyphus crassinervis,
Hymenoptera,Hemiptarsenus ornatus,
Hymenoptera,Euplectrus bicolor,
Hymenoptera,Hemiptarsenus laeviscutellum,
Hymenoptera,Cirrospilus curvineurus,
Hymenoptera,Aprostocetus tenuiradialis,
Hymenoptera,Neotrichoporoides cynodontis,
Hymenoptera,Hyssopus Girault,
Hymenoptera,Ophelimus Haliday,
Hymenoptera,Aprostocetus glandicola,
Hymenoptera,Elasmus Westwood,
Hymenoptera,Pediobius saulius,
Hymenoptera,Eulophus Geoffroy,
Hymenoptera,Aprostocetus larzacensis,
Hymenoptera,Pediobius foliorum,
Hymenoptera,Aprostocetus masculinus,
Hymenoptera,Sympiesis gregori,
Hymenoptera,Sympiesis Förster,
Hymenoptera,Tamarixia Mercet,
Hymenoptera,Aprostocetus orestes,
Hymenoptera,Tetrastichus clito,
Hymenoptera,Ceranisus Walker,
Hymenoptera,Entedon diotimus,
Hymenoptera,Elasmus bicolor,
Hymenoptera,Anaprostocetus Graham,
Hymenoptera,Aprostocetus aethiops,
Hymenoptera,Necremnus leucarthros,
Hymenoptera,Minotetrastichus treron,
Hymenoptera,Aprostocetus specularis,
Hymenoptera,Aprostocetus vassolensis,
Hymenoptera,Diglyphus isaea,
Hymenoptera,Tetrastichus decrescens,
Hymenoptera,Aprostocetus elegantulus,
Hymenoptera,Dicladocerus westwoodii,
Hymenoptera,Sympiesis notata,
Hymenoptera,Aprostocetus leucone,
Hymenoptera,Hyssopus pallidus,
Hymenoptera,Aprostocetus grandii,
Hymenoptera,Tetrastichus miser,
Hymenoptera,Chrysocharis polyzo,
Hymenoptera,Pnigalio pectinicornis,
Hymenoptera,Euplectrus pallidigaster,
Hymenoptera,Elasmus nudus,
Hymenoptera,Pnigalio cristatus,
Hymenoptera,Necremnus cosconius,
Hymenoptera,Aprostocetus deobensis,
Hymenoptera,Pnigalio hirtulus,
Hymenoptera,Euplectrus Westwood,
Hymenoptera,Diglyphus sabulosus,
Hymenoptera,Diglyphus chabrias,
Hymenoptera,Oomyzus gallerucae,
Hymenoptera,Neotrichoporoides gordensis,
Hymenoptera,Tetrastichus perkinsorum,
Hymenoptera,Aprostocetus debilitatus,
Hymenoptera,Tetrastichus enodis,
Hymenoptera,Aprostocetus fusificola,
Hymenoptera,Tamarixia pubescens,
Hymenoptera,Pediobius metallicus,
Hymenoptera,Tetrastichus polyporinus,
Hymenoptera,Aprostocetus apiculatus,
Hymenoptera,Tetrastichus lanius,
Hymenoptera,Baryscapus endemus,
Hymenoptera,Aprostocetus leptocerus,
Hymenoptera,Necremnus artynes,
Hymenoptera,Eurytoma Illiger,
Hymenoptera,Sycophila submutica,
Hymenoptera,Eurytoma brunniventris,
Hymenoptera,Aximopsis collina,
Hymenoptera,Eurytoma amygdali,
Hymenoptera,Sycophila mellea,
Hymenoptera,Eurytoma collaris,
Hymenoptera,Eurytoma ithma,
Hymenoptera,Eurytoma cristata,
Hymenoptera,Tetramesa semilutea,
Hymenoptera,Bruchophagus caucasicus,
Hymenoptera,Eurytoma laserpitii,
Hymenoptera,Eurytoma compressa,
Hymenoptera,Sycophila biguttata,
Hymenoptera,Bruchophagus lecomtei,
Hymenoptera,Bruchophagus abscedus,
Hymenoptera,Bruchophagus ribesi,
Hymenoptera,Aximopsis Ashmead,
Hymenoptera,Bruchophagus gijswijti,
Hymenoptera,Eurytoma dentata,
Hymenoptera,Eurytoma asphodeli,
Hymenoptera,Sycophila binotata,
Hymenoptera,Eurytoma martellii,
Hymenoptera,Sycophila variegata,
Hymenoptera,Eurytoma sylviae,
Hymenoptera,Eurytoma obscura,
Hymenoptera,Bruchophagus Ashmead,
Hymenoptera,Isosomorpha europae,
Hymenoptera,Eurytoma robusta,
Hymenoptera,Eurytoma strigifrons,
Hymenoptera,Eurytoma saliphila,
Hymenoptera,Eurytoma gatesi,
Hymenoptera,Xiphydria longicollis,
Hymenoptera,Xiphydria picta,
Hymenoptera,Xiphydria prolongata,
Hymenoptera,Xiphydria Latreille,
Hymenoptera,Xiphydria camelus,
Hymenoptera,Proctotrupes gravidator,
Hymenoptera,Codrus niger,
Hymenoptera,Phaneroserphus calcar,
Hymenoptera,Proctotrupes Latreille,
Hymenoptera,Ampulicomorpha Ashmead,
Hymenoptera,Embolemus ruddii,
Hymenoptera,Protodiaeretiella berdlandi,
Hymenoptera,Aenigmabracon capdoliensis,
Hymenoptera,Macrocentrus sylvestrellae,
Hymenoptera,Ichneutes microstigma,
Hymenoptera,Diospilus dispar,
Hymenoptera,Perilitus Nees,
Hymenoptera,Cotesia glomerata,
Hymenoptera,Microplitis tuberculifer,
Hymenoptera,Chrysopophthorus hungaricus,
Hymenoptera,Aleiodes artesiariae,
Hymenoptera,Aleiodes assimilis,
Hymenoptera,Pseudaphidius fosiliferus,
Hymenoptera,Meteorus affinis,
Hymenoptera,Diospilus robustus,
Hymenoptera,Pseudaphidius saliniferus,
Hymenoptera,Alysia meunieri,
Hymenoptera,Gildoria gijswijti,
Hymenoptera,Microgaster Latreille,
Hymenoptera,Cremnops desertor,
Hymenoptera,Praon Haliday,
Hymenoptera,Megaloproctus striatus,
Hymenoptera,Ecphylus caudatus,
Hymenoptera,Diolcogaster alvearia,
Hymenoptera,Alysia Latreille,
Hymenoptera,Apanteles Förster,
Hymenoptera,Helcon angustator,
Hymenoptera,Phaedrotoma subsimilis,
Hymenoptera,Dacnusa Haliday,
Hymenoptera,Ephedrus mirabilis,
Hymenoptera,Aleiodes rugulosus,
Hymenoptera,Aleiodes praetor,
Hymenoptera,Macrocentrus blandus,
Hymenoptera,Chasmodon apterus,
Hymenoptera,Helconidea dentator,
Hymenoptera,Aphidius maximus,
Hymenoptera,Chelonus Panzer,
Hymenoptera,Glyptapanteles Ashmead,
Hymenoptera,Pseudopezomachus bituberculatus,
Hymenoptera,Aleiodes testaceus,
Hymenoptera,Agathis anglica,
Hymenoptera,Pseudaphidius lysiphleboides,
Hymenoptera,Wachsmannia spathiiformis,
Hymenoptera,Eubazus glabriclypealis,
Hymenoptera,Diospilus Haliday,
Hymenoptera,Earinus gloriatorius,
Hymenoptera,Helconidea Viereck,
Hymenoptera,Trioxys similis,
Hymenoptera,Pseudaphidius oligocenus,
Hymenoptera,Cotesia Cameron,
Hymenoptera,Miropotes thuraris,
Hymenoptera,Ascogaster excisa,
Hymenoptera,Praon gallicum,
Hymenoptera,Promonoctonia quievreuxi,
Hymenoptera,Protacanthoides fossilis,
Hymenoptera,Ascogaster quadridentata,
Hymenoptera,Platyspathius europaeus,
Hymenoptera,Bracon vasseuri,
Hymenoptera,Spathius Nees,
Hymenoptera,Macrocentrus collaris,
Hymenoptera,Bassus calculator,
Hymenoptera,Aleiodes leptofemur,
Hymenoptera,Microplitis elegans,
Hymenoptera,Palaeocharmon Belokobylskij,
Hymenoptera,Bracon osculator,
Hymenoptera,Palaeoxys fuscus,
Hymenoptera,Diospilus capito,
Hymenoptera,Pigeria piger,
Hymenoptera,Aleiodes diarsianae,
Hymenoptera,Diolcogaster Ashmead,
Hymenoptera,Archipraon gausai,
Hymenoptera,Diaeretus leucopterus,
Hymenoptera,Protorhyssalodes arnaudi,
Hymenoptera,Protapanteles vitripennis,
Hymenoptera,Triaspis Haliday,
Hymenoptera,Palaeoxys primigenius,
Hymenoptera,Aleiodes cruentus,
Hymenoptera,Meteorus versicolor,
Hymenoptera,Ephedrus Haliday,
Hymenoptera,Pseudaphidius nigrofacies,
Hymenoptera,Microplitis retentus,
Hymenoptera,Macrocentrus bicolor,
Hymenoptera,Taphaeus verus,
Hymenoptera,Leiophron Nees,
Hymenoptera,Myosoma hirtipes,
Hymenoptera,Aleiodes seriatus,
Hymenoptera,Diaeretellus Starý,
Hymenoptera,Cotesia rubecula,
Hymenoptera,Pseudaphidius premedicaginis,
Hymenoptera,Opius pendulus,
Hymenoptera,Dendrosotinus ferrugineus,
Hymenoptera,Glyptapanteles pallipes,
Hymenoptera,Apanteles xanthostigma,
Hymenoptera,Phanerotoma menieri,
Hymenoptera,Pseudaphidius oligoarundinis,
Hymenoptera,Diaeretiella rapae,
Hymenoptera,Glyptomorpha Holmgren,
Hymenoptera,Bracon hebetor,
Hymenoptera,Aleiodes Wesmael,
Hymenoptera,Spathius pedestris,
Hymenoptera,Acoelius subfasciatus,
Hymenoptera,Oligoaphidius sannoniensis,
Hymenoptera,Chorebus brevicornis,
Hymenoptera,Palaeocharmon basalis,
Hymenoptera,Aleiodes ungularis,
Hymenoptera,Diospilus verus,
Hymenoptera,Xynobius caelatus,
Hymenoptera,Doryctes leucogaster,
Hymenoptera,Dinotrema Förster,
Hymenoptera,Meteorus pendulus,
Hymenoptera,Meteorus pulchricornis,
Hymenoptera,Sigalphus meridionalis,
Hymenoptera,Leiophron adelphocoridis,
Hymenoptera,Bracon fulvipes,
Hymenoptera,Pseudaphidius torneli,
Hymenoptera,Spathius exarator,
Hymenoptera,Bassus filipalpis,
Hymenoptera,Aphidius Nees,
Hymenoptera,Dinocampus coccinellae,
Hymenoptera,Protephedrus terciarius,
Hymenoptera,Microplitis mediator,
Hymenoptera,Bracon minutator,
Hymenoptera,Rhysiopolis distinctus,
Hymenoptera,Bracon Fabricius,
Hymenoptera,Allurus Förster,
Hymenoptera,Phanerotoma Wesmael,
Hymenoptera,Syntretus ocularis,
Hymenoptera,Macrocentrus Curtis,
Hymenoptera,Cyanopterus flavator,
Hymenoptera,Pseudaphidius pseudogranarius,
Hymenoptera,Aphidius matricariae,
Hymenoptera,Ascogaster annularis,
Hymenoptera,Eubazus abieticola,
Hymenoptera,Holocnomus braconiformis,
Hymenoptera,Spathius rubidus,
Hymenoptera,Aleiodes testaceus,
Hymenoptera,Peristenus Förster,
Hymenoptera,Aphaereta Förster,
Hymenoptera,Wroughtonia spinator,
Hymenoptera,Chelonus Jurine,
Hymenoptera,Pseudaphidius cenozoicum,
Hymenoptera,Phaenoglyphis calverti,
Hymenoptera,Dilyta subclavata,
Hymenoptera,Alloxysta postica,
Hymenoptera,Alloxysta brevis,
Hymenoptera,Alloxysta longipennis,
Hymenoptera,Alloxysta melanogaster,
Hymenoptera,Aspicera scutellata,
Hymenoptera,Omalaspis villemantae,
Hymenoptera,Phaenoglyphis abbreviata,
Hymenoptera,Alloxysta fuscicornis,
Hymenoptera,Xyalaspis petiolata,
Hymenoptera,Phaenoglyphis fuscicornis,
Hymenoptera,Alloxysta pilipennis,
Hymenoptera,Alloxysta fracticornis,
Hymenoptera,Xyalaspis rugosa,
Hymenoptera,Alloxysta pilae,
Hymenoptera,Aspicera porif,
Hymenoptera,Anacharis fergussoni,
Hymenoptera,Aspicera sergioi,
Hymenoptera,Omalaspis norica,
Hymenoptera,Alloxysta macrophadna,
Hymenoptera,Alloxysta franca,
Hymenoptera,Phaenoglyphis gutierrezi,
Hymenoptera,Aspicera longispina,
Hymenoptera,Callaspidia defonscolombei,
Hymenoptera,Alloxysta ramulifera,
Hymenoptera,Alloxysta victrix,
Hymenoptera,Phaenoglyphis americana,
Hymenoptera,Phaenoglyphis evenhuisi,
Hymenoptera,Aspicera hartigi,
Hymenoptera,Xyalaspis laevigata,
Hymenoptera,Phaenoglyphis villosa,
Hymenoptera,Phaenoglyphis stenos,
Hymenoptera,Alloxysta castanea,
Hymenoptera,Leptopilina heterotoma,
Hymenoptera,Alloxysta arcuata,
Hymenoptera,Apocharips trapezoidea,
Hymenoptera,Alloxysta citripes,
Hymenoptera,Alloxysta fulviceps,
Hymenoptera,Alloxysta alpina,
Hymenoptera,Melanips alienus,
Hymenoptera,Aspicera buffingtoni,
Hymenoptera,Alloxysta circumscripta,
Hymenoptera,Charips victrix,
Hymenoptera,Alloxysta mullensis,
Hymenoptera,Xyalaspis pseudolaevigata,
Hymenoptera,Alloxysta obscurata,
Hymenoptera,Alloxysta brachycera,
Hymenoptera,Phaenoglyphis longicornis,
Hymenoptera,Alloxysta proxima,
Hymenoptera,Alloxysta abdera,
Hymenoptera,Trichogramma Westwood,
Hymenoptera,Trichogramma cacoeciae,
Hymenoptera,Andrena pellucens,
Hymenoptera,Andrena binominata,
Hymenoptera,Andrena barbilabris,
Hymenoptera,Andrena nycthemera,
Hymenoptera,Andrena minutuloides,
Hymenoptera,Andrena villipes,
Hymenoptera,Andrena synadelpha,
Hymenoptera,Andrena rufula,
Hymenoptera,Andrena angustior,
Hymenoptera,Andrena cellularis,
Hymenoptera,Andrena saxonica,
Hymenoptera,Andrena scotica,
Hymenoptera,Panurgus dentipes,
Hymenoptera,Andrena florea,
Hymenoptera,Andrena ovatula,
Hymenoptera,Panurginus montanus,
Hymenoptera,Andrena strohmella,
Hymenoptera,Andrena pallitarsis,
Hymenoptera,Andrena ranunculi,
Hymenoptera,Andrena freygessneri,
Hymenoptera,Andrena rogenhoferi,
Hymenoptera,Andrena combinata,
Hymenoptera,Andrena apicata,
Hymenoptera,Andrena confinis,
Hymenoptera,Andrena polita,
Hymenoptera,Andrena gravida,
Hymenoptera,Andrena bimaculata,
Hymenoptera,Andrena alutacea,
Hymenoptera,Andrena asperrima,
Hymenoptera,Andrena granulosa,
Hymenoptera,Andrena vetula,
Hymenoptera,Andrena neglecta,
Hymenoptera,Andrena nigroaenea,
Hymenoptera,Andrena senecionis,
Hymenoptera,Andrena potentillae,
Hymenoptera,Andrena anthrisci,
Hymenoptera,Andrena lapponica,
Hymenoptera,Andrena thoracica,
Hymenoptera,Andrena suerinensis,
Hymenoptera,Andrena congruens,
Hymenoptera,Andrena nana,
Hymenoptera,Panurginus sericatus,
Hymenoptera,Andrena dorsata,
Hymenoptera,Andrena gwynana,
Hymenoptera,Andrena curtula,
Hymenoptera,Andrena hesperia,
Hymenoptera,Andrena impunctata,
Hymenoptera,Andrena ferox,
Hymenoptera,Andrena nitida,
Hymenoptera,Andrena erythrocnemis,
Hymenoptera,Andrena varians,
Hymenoptera,Andrena antigana,
Hymenoptera,Andrena lepida,
Hymenoptera,Andrena assimilis,
Hymenoptera,Andrena rosae,
Hymenoptera,Andrena fulva,
Hymenoptera,Andrena amieti,
Hymenoptera,Andrena rufizona,
Hymenoptera,Andrena fulvago,
Hymenoptera,Andrena cineraria,
Hymenoptera,Andrena thomsonii,
Hymenoptera,Andrena parvula,
Hymenoptera,Andrena allosa,
Hymenoptera,Andrena similis,
Hymenoptera,Andrena eximia,
Hymenoptera,Andrena pusilla,
Hymenoptera,Andrena varians,
Hymenoptera,Melitturga clavicornis,
Hymenoptera,Andrena praecox,
Hymenoptera,Andrena minutula,
Hymenoptera,Andrena cinerea,
Hymenoptera,Andrena nigroaenaea,
Hymenoptera,Andrena niveata,
Hymenoptera,Andrena pilipes,
Hymenoptera,Andrena coitana,
Hymenoptera,Andrena truncatilabris,
Hymenoptera,Andrena simontornyella,
Hymenoptera,Andrena fulvicornis,
Hymenoptera,Andrena sabulosa,
Hymenoptera,Andrena lathyri,
Hymenoptera,Andrena fuscosa,
Hymenoptera,Andrena oviventris,
Hymenoptera,Andrena barbareae,
Hymenoptera,Andrena propinqua,
Hymenoptera,Panurgus Panzer,
Hymenoptera,Andrena marginata,
Hymenoptera,Andrena falsifica,
Hymenoptera,Andrena wilkella,
Hymenoptera,Andrena montana,
Hymenoptera,Andrena proxima,
Hymenoptera,Andrena tarsata,
Hymenoptera,Andrena flavipes,
Hymenoptera,Andrena schencki,
Hymenoptera,Andrena hattorfiana,
Hymenoptera,Andrena induta,
Hymenoptera,Andrena distinguenda,
Hymenoptera,Andrena ventralis,
Hymenoptera,Panurginus Nylander,
Hymenoptera,Andrena argentata,
Hymenoptera,Andrena pauxilla,
Hymenoptera,Andrena carantonica,
Hymenoptera,Andrena gelriae,
Hymenoptera,Andrena afrensis,
Hymenoptera,Andrena ampla,
Hymenoptera,Andrena agilissima,
Hymenoptera,Andrena verticalis,
Hymenoptera,Andrena nitidula,
Hymenoptera,Andrena boyerella,
Hymenoptera,Andrena labiata,
Hymenoptera,Andrena livens,
Hymenoptera,Andrena colletiformis,
Hymenoptera,Andrena trimmerana,
Hymenoptera,Andrena limbata,
Hymenoptera,Andrena angustior,
Hymenoptera,Andrena parviceps,
Hymenoptera,Andrena viridescens,
Hymenoptera,Andrena curvungula,
Hymenoptera,Andrena collaris,
Hymenoptera,Andrena aeneiventris,
Hymenoptera,Andrena ventricosa,
Hymenoptera,Andrena vulpecula,
Hymenoptera,Andrena spreta,
Hymenoptera,Andrena chrysosceles,
Hymenoptera,Andrena angustior,
Hymenoptera,Andrena nigrospina,
Hymenoptera,Andrena sardoa,
Hymenoptera,Andrena tenuistriata,
Hymenoptera,Andrena nanaeformis,
Hymenoptera,Andrena avara,
Hymenoptera,Andrena variabilis,
Hymenoptera,Andrena bicolor,
Hymenoptera,Andrena vaga,
Hymenoptera,Andrena hypopolia,
Hymenoptera,Andrena flavilabris,
Hymenoptera,Andrena decipiens,
Hymenoptera,Andrena haemorrhoa,
Hymenoptera,Andrena ranunculorum,
Hymenoptera,Andrena haemorrhoa,
Hymenoptera,Andrena carbonaria,
Hymenoptera,Andrena minutula,
Hymenoptera,Andrena Fabricius,
Hymenoptera,Andrena stragulata,
Hymenoptera,Andrena floricola,
Hymenoptera,Andrena clarkella,
Hymenoptera,Andrena nigroaenea,
Hymenoptera,Andrena limata,
Hymenoptera,Panurgus canescens,
Hymenoptera,Andrena simillima,
Hymenoptera,Andrena semilaevis,
Hymenoptera,Andrena bucephala,
Hymenoptera,Andrena ruficrus,
Hymenoptera,Andrena intermedia,
Hymenoptera,Andrena fucata,
Hymenoptera,Andrena djelfensis,
Hymenoptera,Andrena morio,
Hymenoptera,Andrena pandellei,
Hymenoptera,Andrena taraxaci,
Hymenoptera,Andrena lagopus,
Hymenoptera,Panurgus calcaratus,
Hymenoptera,Andrena nigriceps,
Hymenoptera,Melitturga caudata,
Hymenoptera,Andrena mitis,
Hymenoptera,Andrena denticulata,
Hymenoptera,Andrena jacobi,
Hymenoptera,Andrena spinigera,
Hymenoptera,Andrena labialis,
Hymenoptera,Andrena nigroolivacea,
Hymenoptera,Andrena truncatilabris,
Hymenoptera,Andrena helvola,
Hymenoptera,Andrena paucisquama,
Hymenoptera,Andrena rhenana,
Hymenoptera,Andrena antoinei,
Hymenoptera,Panurgus banksianus,
Hymenoptera,Andrena humilis,
Hymenoptera,Andrena mucida,
Hymenoptera,Andrena leucolippa,
Hymenoptera,Andrena symphyti,
Hymenoptera,Andrena bicolorata,
Hymenoptera,Andrena subopaca,
Hymenoptera,Andrena alfkenella,
Hymenoptera,Andrena orbitalis,
Hymenoptera,Andrena fuscipes,
Hymenoptera,Andrena brumanensis,
Hymenoptera,Andrena fabrella,
Hymenoptera,Andrena tibialis,
Hymenoptera,Andrena albopunctata,
Hymenoptera,Andrena fulvata,
Hymenoptera,Andrena albofasciata,
Hymenoptera,Andrena boyerella,
Hymenoptera,Andrena fulva,
Hymenoptera,Andrena nuptialis,
Hymenoptera,Andrena chrysopyga,
Hymenoptera,Andrena nitidiuscula,
Hymenoptera,Manevalia pachyliformis,
Hymenoptera,Arge enodis,
Hymenoptera,Arge ustulata,
Hymenoptera,Arge cyanocrocea,
Hymenoptera,Arge pullata,
Hymenoptera,Hylotoma enodis,
Hymenoptera,Arge melanochra,
Hymenoptera,Hylotoma rosae,
Hymenoptera,Sterictiphora gastrica,
Hymenoptera,Arge rustica,
Hymenoptera,Arge fuscipes,
Hymenoptera,Aprosthema peletieri,
Hymenoptera,Arge nigripes,
Hymenoptera,Aproceros leucopoda,
Hymenoptera,Sterictiphora angelicae,
Hymenoptera,Hylotoma Latreille,
Hymenoptera,Aprosthema melanurum,
Hymenoptera,Arge thoracica,
Hymenoptera,Arge gracilicornis,
Hymenoptera,Arge nigripes,
Hymenoptera,Aprosthema tardum,
Hymenoptera,Arge berberidis,
Hymenoptera,Arge ochropus,
Hymenoptera,Mioarge azari,
Hymenoptera,Schizocerus furcatus,
Hymenoptera,Sterictiphora Billberg,
Hymenoptera,Arge ciliaris,
Hymenoptera,Arge melanochroa,
Hymenoptera,Sterictiphora longicornis,
Hymenoptera,Arge nigripes,
Hymenoptera,Sterictiphora geminata,
Hymenoptera,Arge Schrank,
Hymenoptera,Spinarge metallica,
Hymenoptera,Arge pyrenaica,
Hymenoptera,Arge pagana,
Hymenoptera,Arge dimidiata,
Hymenoptera,Arge pagana,
Hymenoptera,Sterictiphora furcata,
Hymenoptera,Aprosthema fusicorne,
Hymenoptera,Colpopyga flavipes,
Hymenoptera,Omalus auratus,
Hymenoptera,Hedychridium mediocre,
Hymenoptera,Cleptes semicyaneus,
Hymenoptera,Hedychrum rutilans,
Hymenoptera,Parnopes grandior,
Hymenoptera,Pseudomalus triangulifer,
Hymenoptera,Hedychridium ardens,
